"first name",avg_year
LILIAN,2013.0
BINYOMIN,2013.0
TYRONE,2013.0
SKY,2013.0
ABRAHAM,2012.989247311828
ALINA,2012.9846153846154
VIVIAN,2012.9782608695652
JUDE,2012.9772727272727
BELLA,2012.975806451613
LAYLA,2012.964705882353
RAPHAEL,2012.9642857142858
HANNA,2012.9615384615386
ELISE,2012.9591836734694
JOSEPHINE,2012.952380952381
MOSHE,2012.948275862069
YITTY,2012.9375
CHANY,2012.9354838709678
LIAM,2012.9278606965174
LIPA,2012.923076923077
ARYAN,2012.923076923077
JACKSON,2012.9208860759493
CAMILA,2012.920792079208
ZISSY,2012.92
KHLOE,2012.9135802469136
SHULEM,2012.909090909091
FRANCIS,2012.909090909091
ALESSANDRO,2012.909090909091
GRANT,2012.906976744186
JOHAN,2012.906976744186
YITZCHOK,2012.9032258064517
MEIR,2012.896551724138
SHLOMO,2012.896551724138
MOHAMMAD,2012.8947368421052
BATSHEVA,2012.888888888889
AVRAHAM,2012.8857142857144
BEN,2012.8823529411766
TANNER,2012.8823529411766
RUBY,2012.8817204301076
RIVKY,2012.878787878788
GOLDY,2012.875
ABBY,2012.875
HINDY,2012.875
LONDON,2012.8720930232557
AMAYA,2012.8714285714286
ANNABELLA,2012.8695652173913
SEBASTIAN,2012.858024691358
YIDES,2012.857142857143
FABIAN,2012.857142857143
ELVIS,2012.857142857143
SHMIEL,2012.857142857143
ROCCO,2012.8484848484848
USHER,2012.8461538461538
TESSA,2012.8431372549019
ELI,2012.8423913043478
HERSH,2012.842105263158
GEORGE,2012.837837837838
DESMOND,2012.8333333333333
RIVKA,2012.8333333333333
NYLA,2012.8297872340424
YIDA,2012.8181818181818
TALIA,2012.8135593220338
ISMAEL,2012.8125
MOHAMED,2012.8032786885246
LYRIC,2012.8
YASEEN,2012.8
ADINA,2012.8
SYLVIA,2012.8
ISRAEL,2012.8
ADRIAN,2012.7971014492753
FELIX,2012.7954545454545
NAOMI,2012.788990825688
ESTHER,2012.7866666666666
SHERLYN,2012.7777777777778
SELENA,2012.7777777777778
JAZLYN,2012.7777777777778
JONAH,2012.77
GIANLUCA,2012.7692307692307
YAKOV,2012.7666666666667
CHAVY,2012.764705882353
MARGARET,2012.763888888889
MADELYN,2012.7631578947369
ARMANI,2012.75
DENZEL,2012.75
YAAKOV,2012.75
ISAAC,2012.7486631016043
JOSIAH,2012.7397260273972
SOLOMON,2012.7391304347825
FIONA,2012.7373737373737
JAY,2012.7368421052631
TOBY,2012.7333333333333
SADIE,2012.7281553398059
NECHAMA,2012.7272727272727
SIMON,2012.7166666666667
ROIZY,2012.7142857142858
BLIMA,2012.7096774193549
SALVATORE,2012.709090909091
AMARI,2012.7073170731708
YAEL,2012.7058823529412
ELIMELECH,2012.7058823529412
ANNIE,2012.7037037037037
YEHOSHUA,2012.7
MCKENNA,2012.695652173913
CAYDEN,2012.6909090909091
CHAIM,2012.6888888888889
AILEEN,2012.6875
GIOVANNI,2012.6797385620914
SARAI,2012.6764705882354
HUNTER,2012.671052631579
JULIAN,2012.6666666666667
LISA,2012.6666666666667
AYAAN,2012.6666666666667
TESS,2012.6666666666667
LANDEN,2012.6666666666667
ABDOULAYE,2012.6666666666667
MORRIS,2012.6666666666667
JALIYAH,2012.6666666666667
YEHUDIS,2012.6666666666667
YISROEL,2012.6666666666667
MADELYNN,2012.6666666666667
LIA,2012.6582278481012
RAIZY,2012.6571428571428
MELANY,2012.655172413793
MAXWELL,2012.6538461538462
YOEL,2012.6521739130435
BRACHA,2012.6521739130435
LOUIS,2012.6493506493507
MORDECHAI,2012.6486486486488
MASON,2012.6474820143885
DAMIAN,2012.642857142857
MIRIAM,2012.639344262295
DOMINIC,2012.637254901961
JULIE,2012.6363636363637
MALKA,2012.6285714285714
ALISSON,2012.625
ETTY,2012.625
IRIS,2012.625
MAURICE,2012.625
BRYCE,2012.6206896551723
JADIEL,2012.6176470588234
SIMCHA,2012.611111111111
CLAIRE,2012.6013986013986
TZVI,2012.6
MALKY,2012.6
YADIEL,2012.6
AMIR,2012.5979381443299
EVA,2012.5968992248063
SUMMER,2012.5967741935483
LUCAS,2012.5949008498583
BRITTANY,2012.590909090909
SERENITY,2012.5876288659795
FATIMA,2012.5862068965516
ALAN,2012.5844155844156
NIA,2012.5833333333333
CHANA,2012.5813953488373
CHAVA,2012.576923076923
HERSHEL,2012.576923076923
CHAYA,2012.575
SHAINDY,2012.5714285714287
KYLEE,2012.5714285714287
JULIUS,2012.5652173913043
SIMA,2012.5652173913043
LANDON,2012.5617021276596
TENZIN,2012.56
DOVID,2012.56
MIA,2012.5563636363636
BRAYDEN,2012.5560344827586
DANNA,2012.5555555555557
EITAN,2012.5555555555557
EDWARD,2012.5537190082644
GIANNI,2012.551724137931
DEVORA,2012.55
TIANA,2012.5454545454545
MIREL,2012.5454545454545
ARON,2012.5405405405406
IVAN,2012.5394736842106
SIENNA,2012.5384615384614
AALIYAH,2012.5379310344827
OWEN,2012.537216828479
SAVANNAH,2012.536312849162
SOFIA,2012.531914893617
CAROLINE,2012.5283018867924
BENJAMIN,2012.5164179104477
YEHUDA,2012.5121951219512
GITTY,2012.5
ROCHEL,2012.5
MARIAM,2012.5
FRANCESCO,2012.5
ZAHARA,2012.5
TRANY,2012.5
SALMA,2012.5
ELAINA,2012.5
LILAH,2012.5
JOY,2012.5
HADASSA,2012.5
ANNIKA,2012.5
BRUCE,2012.5
CHIARA,2012.5
FAIGY,2012.5
LAURYN,2012.5
MENACHEM,2012.5
YECHIEL,2012.5
SHIMON,2012.5
BAILA,2012.5
ADEN,2012.5
FARRAH,2012.5
GAVRIEL,2012.5
KINLEY,2012.5
AVROHOM,2012.5
LEA,2012.5
AUDREY,2012.495867768595
KELSEY,2012.4848484848485
MACKENZIE,2012.4825174825176
SHMUEL,2012.4814814814815
ELIEZER,2012.4814814814815
FRANCESCA,2012.48
RAIZEL,2012.4642857142858
ELIJAH,2012.4615384615386
CHARLES,2012.456043956044
VALERIE,2012.4556962025317
JADE,2012.4554455445545
ERICK,2012.4545454545455
ZOE,2012.4507042253522
SHIRLEY,2012.45
LEILA,2012.445945945946
HAWA,2012.4444444444443
JEREMIAH,2012.44375
LILLIAN,2012.4427860696517
LUKE,2012.4409090909091
SHOSHANA,2012.4375
AARON,2012.4352941176471
VICTORIA,2012.429347826087
PINCHAS,2012.4285714285713
PRESTON,2012.4179104477612
MOSES,2012.4166666666667
ALIYAH,2012.4166666666667
ALLEN,2012.4117647058824
MADELEINE,2012.404255319149
RAQUEL,2012.4
VALERY,2012.4
ELLA,2012.3993174061434
EMMANUEL,2012.3979591836735
GENESIS,2012.3978494623657
FAITH,2012.3877551020407
BAILEY,2012.3823529411766
BLAKE,2012.3788819875776
MARTIN,2012.3725490196077
VINCENT,2012.3722222222223
ANGELO,2012.3714285714286
SAMUEL,2012.3674242424242
DINA,2012.3666666666666
PESSY,2012.3636363636363
MENDEL,2012.3636363636363
GABRIEL,2012.363309352518
EMMA,2012.3632478632478
ALEXIA,2012.36
JOEL,2012.35
ALAINA,2012.3478260869565
GIAVANNA,2012.3461538461538
CHASE,2012.345132743363
ANA,2012.344827586207
MAKENNA,2012.3333333333333
ANGELINE,2012.3333333333333
ANABELLA,2012.3333333333333
YECHEZKEL,2012.3333333333333
ANIKA,2012.3333333333333
ARYANNA,2012.3333333333333
JOAQUIN,2012.3333333333333
KINGSLEY,2012.3333333333333
FANTA,2012.3333333333333
MADISYN,2012.3333333333333
NATHANIEL,2012.3312101910828
KYLIE,2012.328125
OSCAR,2012.3253012048192
RILEY,2012.3236363636363
JACK,2012.3210702341137
MARIANA,2012.32
COLE,2012.3197278911564
REESE,2012.3191489361702
ISABEL,2012.3152173913043
SIMONE,2012.3125
TRISTAN,2012.3111111111111
ISABELLE,2012.3103448275863
MAX,2012.3083333333334
JAYLEEN,2012.3076923076924
TROY,2012.3076923076924
SOPHIA,2012.3030303030303
RAFAEL,2012.3
AMY,2012.2954545454545
ANDERSON,2012.295081967213
DIEGO,2012.287356321839
MELINA,2012.2857142857142
MAYA,2012.277027027027
OLIVIA,2012.2733485193621
ALEJANDRO,2012.2716049382716
DIANA,2012.2702702702702
JOHN,2012.2694805194806
NICOLAS,2012.268817204301
WILLIAM,2012.2680722891566
ARIEL,2012.267857142857
ARIANA,2012.2666666666667
KENDALL,2012.2666666666667
NINA,2012.2650602409637
GIULIANA,2012.2641509433963
NOAH,2012.2556390977443
DANIELA,2012.25
ALYSON,2012.25
ALBERTO,2012.25
DERRICK,2012.25
KAYLEEN,2012.25
CATHERINE,2012.2470588235294
AVA,2012.2467532467533
JULIANNA,2012.245283018868
MELANIE,2012.2444444444445
LOLA,2012.2444444444445
KIMBERLY,2012.2441860465117
ANNA,2012.2393617021276
LAILA,2012.2376237623762
LILYANA,2012.2307692307693
MARCO,2012.2307692307693
JAMES,2012.2225519287833
DEBORAH,2012.2222222222222
PEYTON,2012.2191011235955
VICTOR,2012.2164948453608
CARLOS,2012.2164948453608
MIKAELA,2012.2142857142858
SKYE,2012.2142857142858
SOPHIE,2012.2051282051282
MICHELLE,2012.202380952381
SARA,2012.201754385965
URIEL,2012.2
SANIYAH,2012.2
ALVIN,2012.2
CHELSEA,2012.1973684210527
ANTHONY,2012.191823899371
GABRIELLA,2012.190082644628
JOSUE,2012.1896551724137
GIANNA,2012.1842105263158
VALERIA,2012.1833333333334
JULIANA,2012.1833333333334
ANGELA,2012.1805555555557
LILY,2012.1774891774892
CAMERON,2012.1726907630523
LILA,2012.1688311688313
REBECCA,2012.1685393258426
DOUGLAS,2012.1666666666667
REED,2012.1666666666667
AMINATA,2012.1666666666667
SURI,2012.1666666666667
EMELY,2012.1617647058824
MARIA,2012.1596638655462
JEREMY,2012.1538461538462
SPENCER,2012.1538461538462
HEAVEN,2012.1470588235295
MALACHI,2012.144927536232
FRANK,2012.1447368421052
LARA,2012.142857142857
GARY,2012.142857142857
DARREN,2012.142857142857
DAVID,2012.1400778210116
LOGAN,2012.1385681293302
SKYLA,2012.1304347826087
MICHAEL,2012.1287671232876
GRACE,2012.126923076923
ADAM,2012.1264367816093
ARIANNA,2012.123595505618
THOMAS,2012.1235059760957
CHLOE,2012.11877394636
DANIEL,2012.1160409556314
JONATHAN,2012.111650485437
KAYLIN,2012.111111111111
ISAIAH,2012.110465116279
COOPER,2012.1100917431193
ALEXANDER,2012.1043956043957
BRYAN,2012.1020408163265
MADELINE,2012.099290780142
JESUS,2012.0983606557377
NATALIE,2012.0968992248063
CASSANDRA,2012.095238095238
KIERAN,2012.0882352941176
JOSE,2012.0869565217392
ANTONIO,2012.0859375
PHOEBE,2012.0857142857142
LEAH,2012.085
MAXIM,2012.076923076923
JOSEPH,2012.0747126436781
ROBERT,2012.0729613733906
ABIGAIL,2012.0703363914374
ALLISON,2012.065693430657
IRENE,2012.0625
BIANCA,2012.0588235294117
MARK,2012.0555555555557
HELEN,2012.0555555555557
ALEXANDRIA,2012.0526315789473
PAUL,2012.0485436893205
LUIS,2012.0483870967741
JOANNA,2012.0444444444445
SASHA,2012.0444444444445
AYDEN,2012.0413793103448
XAVIER,2012.0375
ALANA,2012.034090909091
CASSIDY,2012.03125
ALBERT,2012.0294117647059
NASIR,2012.027027027027
KADEN,2012.0243902439024
KATHERINE,2012.0217391304348
ANGEL,2012.0193548387097
EMILY,2012.0157232704403
ISABELLA,2012.01
ADDISON,2012.004854368932
RUSSELL,2012.0
KALIYAH,2012.0
ROSA,2012.0
ANGUS,2012.0
HAYLEY,2012.0
NEIL,2012.0
RIFKY,2012.0
NATALY,2012.0
CAYLEE,2012.0
TUCKER,2012.0
MICAELA,2012.0
STACY,2012.0
ENOS,2012.0
JENCARLOS,2012.0
CHARLIZE,2012.0
MAKAI,2012.0
YITTA,2012.0
JIMENA,2012.0
LEENA,2012.0
MCKAYLA,2012.0
FATOUMATA,2012.0
SARIAH,2012.0
JAMISON,2012.0
ALIANA,2012.0
MAIYA,2012.0
IAN,2012.0
ISIS,2012.0
BETHANY,2012.0
EVER,2012.0
MADDISON,2012.0
KYLEIGH,2012.0
JANA,2012.0
JAMEL,2012.0
NAHLA,2012.0
MAMADOU,2012.0
ALFRED,2012.0
BRYCEN,2012.0
EDISON,2012.0
CHRISTOPHER,2011.9963768115942
RACHEL,2011.982142857143
JEFFERSON,2011.9722222222222
CRISTIAN,2011.9718309859154
DONOVAN,2011.969696969697
DELANEY,2011.967741935484
ELIZABETH,2011.9664179104477
ALEXA,2011.9647887323943
MELISSA,2011.953125
HARRY,2011.95
ADRIANA,2011.948717948718
CONNOR,2011.9475524475524
SYDNEY,2011.9464285714287
KEVIN,2011.9444444444443
AUSTIN,2011.9383886255923
NATALIA,2011.9354838709678
ZAIRE,2011.9285714285713
ALEX,2011.9253731343283
JULIA,2011.9226519337017
ANDREW,2011.919191919192
KHALIL,2011.9166666666667
KAREEM,2011.9166666666667
JUAN,2011.9166666666667
KIARA,2011.915254237288
PETER,2011.9137931034484
ANDREA,2011.907894736842
STEVEN,2011.905982905983
ALEXANDRA,2011.9013157894738
OMAR,2011.9
SAVANNA,2011.9
ALLAN,2011.9
PRISCILLA,2011.9
JASON,2011.899470899471
KENNETH,2011.894117647059
AMBER,2011.892857142857
BENSON,2011.888888888889
ELISHEVA,2011.888888888889
DYLAN,2011.8859060402685
SERENA,2011.8857142857144
CHRISTIAN,2011.8844444444444
DOMINICK,2011.8837209302326
PATRICK,2011.8827586206896
MIGUEL,2011.879518072289
HANNAH,2011.8728813559321
NICOLE,2011.8727272727272
DEREK,2011.8703703703704
MARY,2011.8658536585365
RYAN,2011.865329512894
MARCUS,2011.862745098039
RUBEN,2011.857142857143
ANDRE,2011.8461538461538
CALEB,2011.84
NATHAN,2011.8367346938776
NATHALIE,2011.8333333333333
NICHOLAS,2011.8327759197325
STEPHEN,2011.828125
MATTHEW,2011.8275862068965
CADEN,2011.826923076923
JORDAN,2011.8243243243244
SETH,2011.8235294117646
MICHAELA,2011.8214285714287
ERIC,2011.821138211382
ETHAN,2011.8161559888579
ALISON,2011.8148148148148
DANIELLA,2011.8115942028985
JOHNNY,2011.8076923076924
JAVIER,2011.8070175438597
ANDRES,2011.8048780487804
GIOVANNA,2011.8
AMROM,2011.8
JORDYN,2011.796875
EDWIN,2011.7916666666667
MOLLY,2011.77868852459
COLIN,2011.7744360902257
JASMINE,2011.77
SAMANTHA,2011.7696335078533
ANSON,2011.7692307692307
BRODY,2011.7666666666667
KRYSTAL,2011.75
SYEDA,2011.75
ZISSEL,2011.75
JOHANNA,2011.75
HOPE,2011.75
LILLY,2011.75
ANGELINA,2011.7448275862068
JAKE,2011.7443609022557
TRAVIS,2011.7441860465117
GABRIELA,2011.7368421052631
PAIGE,2011.7363636363636
IZABELLA,2011.7272727272727
AIDEN,2011.7230769230769
RICHARD,2011.72
JACOB,2011.7190476190476
TIMOTHY,2011.719008264463
JOSHUA,2011.7184115523467
NICOLETTE,2011.7142857142858
ISSAC,2011.7142857142858
JAYDEN,2011.71119133574
HAILEY,2011.7067307692307
VERONICA,2011.7045454545455
ANDY,2011.7042253521126
JANE,2011.7037037037037
ANGELIQUE,2011.7
BRANDON,2011.6971428571428
MATHEW,2011.6923076923076
ZACHARY,2011.6896551724137
SABRINA,2011.6835443037974
JEFFREY,2011.68
KAYLA,2011.6783216783217
KATE,2011.677966101695
KRISTIAN,2011.6666666666667
FRANCISCO,2011.6666666666667
DASHIELL,2011.6666666666667
BYRON,2011.6666666666667
ALEJANDRA,2011.6666666666667
MARIAMA,2011.6666666666667
ROGER,2011.6666666666667
MENASHE,2011.6666666666667
MOUSSA,2011.6666666666667
ALPHA,2011.6666666666667
AAYAN,2011.6666666666667
JULIEN,2011.6666666666667
KRISTEN,2011.6666666666667
SARAH,2011.6630434782608
RAYMOND,2011.6615384615384
MADISON,2011.6580459770114
MORGAN,2011.657894736842
MIRANDA,2011.65
GAVIN,2011.645283018868
JUSTIN,2011.6432432432432
TAYLOR,2011.6415094339623
ASHLEY,2011.6384615384616
KAYLEE,2011.63698630137
JUNIOR,2011.6363636363637
EVAN,2011.6324110671937
CHRISTINA,2011.6153846153845
SERGIO,2011.6153846153845
AMANDA,2011.6097560975609
CASEY,2011.6060606060605
JENNIFER,2011.6025641025642
HELENA,2011.6
ROHAN,2011.6
ANNE,2011.6
GISELLE,2011.593220338983
JESSE,2011.5925925925926
SAM,2011.5925925925926
STEPHANIE,2011.592105263158
MIKAYLA,2011.5846153846153
BREINDY,2011.5833333333333
JASIAH,2011.5833333333333
BRIAN,2011.5801526717557
PAYTON,2011.5744680851064
MALIK,2011.551724137931
JOCELYN,2011.547619047619
PHILIP,2011.547619047619
BRIDGET,2011.5384615384614
SHANE,2011.530864197531
KYLE,2011.5277777777778
JAYLA,2011.5128205128206
TERRY,2011.5
LILYANNA,2011.5
ISAIAS,2011.5
ARMANDO,2011.5
BROCHA,2011.5
TINA,2011.5
PHILLIP,2011.5
WHITNEY,2011.5
MARIAH,2011.4923076923078
BRIANNA,2011.487012987013
MYA,2011.4803921568628
NEVAEH,2011.479674796748
BROOKE,2011.4794520547946
ANNABEL,2011.4545454545455
GRIFFIN,2011.4545454545455
DAYANA,2011.4545454545455
HAYDEN,2011.4494382022472
SAUL,2011.4444444444443
MANUEL,2011.4333333333334
SINCERE,2011.4285714285713
CLARE,2011.4285714285713
SHILOH,2011.4285714285713
JOLIE,2011.421052631579
NATASHA,2011.4166666666667
JADEN,2011.4150943396226
JOYCE,2011.4
ALICIA,2011.3902439024391
MEKHI,2011.3846153846155
ANGIE,2011.3809523809523
JARED,2011.377049180328
KEEGAN,2011.375
KYLA,2011.375
BRENDAN,2011.3692307692309
JERRY,2011.3636363636363
JAIDEN,2011.3623188405797
MAKAYLA,2011.3564356435643
RICARDO,2011.3529411764705
KAYLEIGH,2011.35
DANNY,2011.341463414634
JAYSON,2011.3333333333333
CYNTHIA,2011.3333333333333
ALEC,2011.3333333333333
GINO,2011.3333333333333
DAISY,2011.3235294117646
JACQUELINE,2011.3207547169811
TYLER,2011.31320754717
BRYANNA,2011.3076923076924
VANESSA,2011.3076923076924
KARINA,2011.2903225806451
TZIREL,2011.2857142857142
DONALD,2011.2857142857142
CHRIS,2011.2790697674418
LESLIE,2011.2758620689656
MARC,2011.2758620689656
STANLEY,2011.2727272727273
CODY,2011.2727272727273
EMANUEL,2011.2708333333333
MARCELLO,2011.25
RIFKA,2011.25
NICKOLAS,2011.25
KAILEY,2011.25
TIFFANY,2011.2448979591836
DREW,2011.235294117647
BRUCHA,2011.2307692307693
MAKENZIE,2011.2307692307693
SONIA,2011.2222222222222
HEIDI,2011.2222222222222
LAURA,2011.2162162162163
DENNIS,2011.2142857142858
LAUREN,2011.2076923076922
GAGE,2011.2
ELIANNA,2011.2
DANICA,2011.2
BRENNAN,2011.1875
GABRIELLE,2011.178947368421
ADRIANNA,2011.1739130434783
GLORIA,2011.1666666666667
CRYSTAL,2011.15625
ELAINE,2011.1538461538462
GIADA,2011.1538461538462
TREVOR,2011.1489361702127
JUDY,2011.142857142857
PEDRO,2011.142857142857
BRADY,2011.126582278481
SEAN,2011.125
KATIE,2011.122807017544
KEIRA,2011.112676056338
KELLY,2011.111111111111
ALIVIA,2011.103448275862
LINDA,2011.1
LEXI,2011.1
MARIO,2011.1
ALLYSON,2011.076923076923
JORGE,2011.0444444444445
SHAWN,2011.0384615384614
ERIN,2011.037037037037
CESAR,2011.027027027027
JESSICA,2011.010989010989
JANAE,2011.0
BARBARA,2011.0
ABRAM,2011.0
REBEKAH,2011.0
SOLEIL,2011.0
MAHAMADOU,2011.0
RICKY,2011.0
KRISTOPHER,2011.0
HEIDY,2011.0
PAITYN,2011.0
AVIANNA,2011.0
ESTEBAN,2011.0
JAZMINE,2011.0
JULIANNE,2011.0
MARQUIS,2011.0
RODNEY,2011.0
NAILAH,2011.0
KENDRA,2011.0
AYANNA,2011.0
AUDRINA,2011.0
TZIPPY,2011.0
ALIYA,2011.0
ANGELY,2011.0
AVITAL,2011.0
KAMARI,2011.0
ELENI,2011.0
AIDAN,2011.0
LEONARD,2011.0
MITCHELL,2011.0
MAUREEN,2011.0
EDDIE,2011.0
JARIEL,2011.0
MENUCHA,2011.0
TERRENCE,2011.0
NIKOLAS,2011.0
ALISSA,2011.0
ARYANA,2011.0
ASHLY,2011.0
DERICK,2011.0
CLAUDIA,2011.0
JAMARI,2011.0
FRANKIE,2011.0
ZARIA,2011.0
ELLIANNA,2011.0
CHAD,2011.0
PERLA,2011.0
CURTIS,2011.0
NUSSEN,2011.0
PAMELA,2011.0
ENRIQUE,2011.0
LUZ,2011.0
ZOIE,2011.0
FILIP,2011.0
ALYSSA,2010.972972972973
KAREN,2010.9574468085107
DANTE,2010.9565217391305
MARCOS,2010.9473684210527
JANELLE,2010.9375
ANYA,2010.9285714285713
DESTINY,2010.9264705882354
ERIK,2010.9142857142858
MARVIN,2010.909090909091
BRIANA,2010.896551724138
IMANI,2010.88
JAMIE,2010.875
MONICA,2010.875
SHARON,2010.8666666666666
BRAYAN,2010.8636363636363
DANIELLE,2010.859649122807
JOHNATHAN,2010.851851851852
KAITLYN,2010.8484848484848
GREGORY,2010.8478260869565
KRISTINA,2010.8333333333333
DAMIEN,2010.8181818181818
JEAN,2010.8
JESSIE,2010.8
VICKY,2010.7857142857142
CARLY,2010.7857142857142
MEGAN,2010.7777777777778
ANGELICA,2010.7714285714285
MAGGIE,2010.7692307692307
FERNANDO,2010.764705882353
DEVIN,2010.7560975609756
CHANEL,2010.75
TAMAR,2010.75
HEATHER,2010.75
KAYLIE,2010.7272727272727
ALEXIS,2010.7260869565218
TRINITY,2010.7142857142858
DANA,2010.7142857142858
JAZMIN,2010.7083333333333
DARIUS,2010.6923076923076
KATELYN,2010.688524590164
GIANA,2010.6875
ANIYAH,2010.6829268292684
WILSON,2010.6818181818182
TAMARA,2010.6666666666667
WILMER,2010.6666666666667
LARRY,2010.6666666666667
MAURICIO,2010.6666666666667
CAROLINA,2010.6666666666667
NADIA,2010.657894736842
CINDY,2010.6538461538462
JIMMY,2010.65
FRANKLIN,2010.625
NELSON,2010.6190476190477
COLLIN,2010.6170212765958
SHIRA,2010.590909090909
GUADALUPE,2010.5882352941176
GIANCARLO,2010.5714285714287
HALEY,2010.56
LESLY,2010.5555555555557
HOLLY,2010.5555555555557
CADENCE,2010.5555555555557
MELVIN,2010.5454545454545
KATHLEEN,2010.5384615384614
LEIB,2010.5
HILLARY,2010.5
TALYA,2010.5
CARLA,2010.5
JAMAL,2010.5
CARL,2010.5
DARNELL,2010.5
MANDY,2010.5
SEBASTIEN,2010.5
RALPH,2010.5
ASHLYN,2010.5
RITA,2010.5
MIKE,2010.5
TZIVIA,2010.5
TARA,2010.5
JORDY,2010.5
LESLEY,2010.5
YAHIR,2010.5
JACKY,2010.5
QUENTIN,2010.5
KATELYNN,2010.5
JALEN,2010.5
ISABELA,2010.5
RONALD,2010.48
SELINA,2010.4666666666667
CHRISTINE,2010.4615384615386
JENNA,2010.4583333333333
JAYLEN,2010.45
BRITNEY,2010.4444444444443
KEITH,2010.4444444444443
SANAI,2010.4285714285713
LIZBETH,2010.4166666666667
WENDY,2010.4
SHRAGA,2010.4
WINNIE,2010.4
RANDY,2010.3947368421052
JULIO,2010.3846153846155
JANIYAH,2010.3636363636363
JAIDA,2010.3333333333333
YARIEL,2010.3333333333333
STACEY,2010.3333333333333
TY,2010.3333333333333
TONY,2010.3333333333333
NIKITA,2010.3333333333333
BRENNA,2010.3333333333333
JANICE,2010.3
KENNY,2010.3
ESMERALDA,2010.3
KIERA,2010.2941176470588
ANJALI,2010.25
LINDSAY,2010.25
ALLISSON,2010.25
KATERINA,2010.25
CAMRYN,2010.2272727272727
JENNY,2010.2222222222222
KARLA,2010.1764705882354
MEGHAN,2010.1666666666667
CAITLIN,2010.1612903225807
STEVE,2010.142857142857
HECTOR,2010.107142857143
ROBERTO,2010.1
JAYLIN,2010.0714285714287
TATIANA,2010.0645161290322
SIERRA,2010.0588235294117
EDGAR,2010.0434782608695
EDUARDO,2010.0277777777778
REILLY,2010.0
CHARNY,2010.0
JEFF,2010.0
JAHZARA,2010.0
HAROLD,2010.0
JAILYN,2010.0
ANTONY,2010.0
KELLEN,2010.0
MILTON,2010.0
SHANIYA,2010.0
JOHANN,2010.0
CORINNE,2010.0
KHAMANI,2010.0
JADA,2010.0
RAUL,2010.0
REX,2010.0
IBRAHIMA,2010.0
MARLON,2010.0
RASHAWN,2010.0
TABITHA,2010.0
NAZIR,2010.0
HONESTY,2010.0
DOMINIK,2010.0
KAMREN,2010.0
SHAYNA,2010.0
ZLATY,2010.0
ESTEFANI,2010.0
CULLEN,2010.0
CARISSA,2010.0
ADITYA,2010.0
THERESA,2010.0
NANCY,2010.0
KIERSTEN,2010.0
ERIKA,2009.9411764705883
JILLIAN,2009.939393939394
GARRETT,2009.9285714285713
CAITLYN,2009.909090909091
LINDSEY,2009.9
SCOTT,2009.857142857143
KATHRYN,2009.8181818181818
JULISSA,2009.8181818181818
KARA,2009.8125
COREY,2009.8
JAKUB,2009.8
PAOLA,2009.8
ERICA,2009.7826086956522
DEANNA,2009.7777777777778
KYMANI,2009.75
BRADEN,2009.75
BRYANT,2009.7272727272727
GRACIE,2009.7272727272727
JERMAINE,2009.7142857142858
KACPER,2009.6666666666667
CHACE,2009.6666666666667
YANDEL,2009.6666666666667
CAROL,2009.6666666666667
DEMETRIUS,2009.6666666666667
JAYDA,2009.6190476190477
DEVON,2009.6153846153845
MARILYN,2009.5833333333333
YASMIN,2009.5714285714287
ELVIN,2009.5
DIYA,2009.5
MARIANNA,2009.5
MARISA,2009.5
CONNIE,2009.5
SUSAN,2009.5
SHANIA,2009.5
BRENDA,2009.4666666666667
SANAA,2009.4545454545455
KIMORA,2009.4285714285713
SHANNON,2009.4117647058824
KASEY,2009.4
DILLON,2009.4
AMANI,2009.375
CIARA,2009.3478260869565
MARISSA,2009.3478260869565
ZACKARY,2009.3333333333333
JAYLENE,2009.3076923076924
ANIYA,2009.3076923076924
COURTNEY,2009.2857142857142
JAELYN,2009.2857142857142
KELVIN,2009.2608695652175
MASSIMO,2009.25
CARA,2009.2222222222222
SHAUN,2009.2
CONNER,2009.1666666666667
KAITLIN,2009.142857142857
JASMIN,2009.1304347826087
JOSELYN,2009.0625
MILEY,2009.0588235294117
ASHLEIGH,2009.0
ZELDY,2009.0
CAROLYN,2009.0
KYLER,2009.0
ASIA,2009.0
AZRIEL,2009.0
TRENTON,2009.0
TAMIA,2009.0
TYSHAWN,2009.0
RUDY,2009.0
LACHLAN,2009.0
RHEA,2009.0
TATUM,2009.0
KALEIGH,2009.0
JAVON,2009.0
CESIA,2009.0
ALFONSO,2009.0
KAILYN,2009.0
JAKOB,2009.0
KADENCE,2009.0
MARIELA,2009.0
ARIELA,2009.0
DAVION,2009.0
ANALIA,2009.0
DEVYN,2009.0
LAMAR,2009.0
JAELYNN,2009.0
AJANI,2009.0
JELANI,2009.0
CRISTOPHER,2009.0
MARA,2009.0
DUSTIN,2009.0
KRISH,2009.0
KYRA,2008.857142857143
JANIYA,2008.857142857143
BRAEDEN,2008.8
SANIYA,2008.8
JAIME,2008.8
KAELYN,2008.7142857142858
JASLENE,2008.7142857142858
FARHAN,2008.6666666666667
DENISE,2008.6666666666667
SHAYLA,2008.625
BREANNA,2008.5
WILLIE,2008.5
AMYA,2008.5
MALLORY,2008.5
BENNY,2008.5
MEREDITH,2008.5
JAZLENE,2008.5
GERSHON,2008.5
TRACY,2008.5
TRENT,2008.4285714285713
AADEN,2008.3333333333333
BRETT,2008.3333333333333
PATRICIA,2008.3333333333333
RIHANNA,2008.3
JACLYN,2008.25
SANDRA,2008.2
TARYN,2008.0
DIAMOND,2008.0
